OM_ssb0,OM_ssb_R1_1959,OM_ssb_R1_1960,OM_ssb_R1_1961,OM_ssb_R1_1962,OM_ssb_R1_1963,OM_ssb_R1_1964,OM_ssb_R1_1965,OM_ssb_R1_1966,OM_ssb_R1_1967,OM_ssb_R1_1968,OM_ssb_R1_1969,OM_ssb_R1_1970,OM_ssb_R1_1971,OM_ssb_R1_1972,OM_ssb_R1_1973,OM_ssb_R1_1974,OM_ssb_R1_1975,OM_ssb_R1_1976,OM_ssb_R1_1977,OM_ssb_R1_1978,OM_ssb_R1_1979,OM_ssb_R1_1980,OM_ssb_R1_1981,OM_ssb_R1_1982,OM_ssb_R1_1983,OM_ssb_R1_1984,OM_ssb_R1_1985,OM_ssb_R1_1986,OM_ssb_R1_1987,OM_ssb_R1_1988,OM_ssb_R1_1989,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,OM_ssb_R1_2011,OM_ssb_R1_2012,OM_ssb_R1_2013,OM_ssb_R1_2014,OM_ssb_R1_2015,OM_ssb_R1_2016,OM_ssb_R1_2017,OM_ssb_R1_2018,OM_rec_R1_1959,OM_rec_R1_1960,OM_rec_R1_1961,OM_rec_R1_1962,OM_rec_R1_1963,OM_rec_R1_1964,OM_rec_R1_1965,OM_rec_R1_1966,OM_rec_R1_1967,OM_rec_R1_1968,OM_rec_R1_1969,OM_rec_R1_1970,OM_rec_R1_1971,OM_rec_R1_1972,OM_rec_R1_1973,OM_rec_R1_1974,OM_rec_R1_1975,OM_rec_R1_1976,OM_rec_R1_1977,OM_rec_R1_1978,OM_rec_R1_1979,OM_rec_R1_1980,OM_rec_R1_1981,OM_rec_R1_1982,OM_rec_R1_1983,OM_rec_R1_1984,OM_rec_R1_1985,OM_rec_R1_1986,OM_rec_R1_1987,OM_rec_R1_1988,OM_rec_R1_1989,OM_rec_R1_1990,OM_rec_R1_1991,OM_rec_R1_1992,OM_rec_R1_1993,OM_rec_R1_1994,OM_rec_R1_1995,OM_rec_R1_1996,OM_rec_R1_1997,OM_rec_R1_1998,OM_rec_R1_1999,OM_rec_R1_2000,OM_rec_R1_2001,OM_rec_R1_2002,OM_rec_R1_2003,OM_rec_R1_2004,OM_rec_R1_2005,OM_rec_R1_2006,OM_rec_R1_2007,OM_rec_R1_2008,OM_rec_R1_2009,OM_rec_R1_2010,OM_rec_R1_2011,OM_rec_R1_2012,OM_rec_R1_2013,OM_rec_R1_2014,OM_rec_R1_2015,OM_rec_R1_2016,OM_rec_R1_2017,OM_rec_R1_2018,AM_ssb0_,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010,AM_ssb_2011,AM_ssb_2012,AM_ssb_2013,AM_ssb_2014,AM_ssb_2015,AM_ssb_2016,AM_ssb_2017,AM_ssb_2018,AM_rec_1998,AM_rec_1999,AM_rec_2000,AM_rec_2001,AM_rec_2002,AM_rec_2003,AM_rec_2004,AM_rec_2005,AM_rec_2006,AM_rec_2007,AM_rec_2008,AM_rec_2009,AM_rec_2010,AM_rec_2011,AM_rec_2012,AM_rec_2013,AM_rec_2014,AM_rec_2015,AM_rec_2016,AM_rec_2017,AM_rec_2018,SelLL_P1,SelLL_P2,SelLL_P3,Starting_AM_B0
57480.1052408897,55538.8456428744,55266.3969231855,55011.0660706229,54777.0076856759,54594.632360285,54511.5000785859,54584.1317984074,54861.84764544,55374.9125888848,56116.7971774865,57031.9129576301,58015.9106671886,58932.8610142122,59653.745211693,60092.7961253665,60228.3475314814,60096.0887159686,59766.4892818221,59322.0118035963,58842.6869616604,58397.0794972924,58039.5705677701,57808.3854556309,57729.7899869158,57821.481660359,58095.0028431979,58546.2339716868,59136.6884822721,59784.1045383386,60375.5013504989,60807.5467473818,61023.0030188076,61023.313237781,60857.272328502,60608.6887612816,60371.3706762962,60225.7382325335,60215.6151282948,60339.6744525745,60564.2489754564,60644.3730976076,60515.8096597594,60370.8001100482,60216.3886721666,60063.4664929407,59901.7768274339,59692.2460124274,59378.4070639517,58908.8107778622,58253.5193652836,57407.7118953824,56400.1518013109,55284.0642396393,54131.6632081858,53029.1930703805,52054.8102519041,51255.5325989024,50639.7244809805,50202.2598524484,49955.16066907,1209045,961020.16047197,922801.728341134,1133178.35360455,528374.993761516,1092872.31022542,1022148.94211625,557598.984427303,988675.547847402,1082821.73563036,1056933.26987597,764126.377083102,922164.859681657,941512.160771997,826959.138157789,2558235.55129611,981596.528384729,611405.522905205,1548783.11588636,815208.272751017,990377.803513005,756191.745001185,629305.172935277,1090954.51087666,1007711.84127192,1500568.50663725,954751.196581402,1174876.13579171,1035022.21143525,1202264.9156471,807073.907387592,716052.20396948,1866074.39936389,1396403.34201339,703772.651358955,1247183.18937966,1346217.99197175,1016350.14538041,1030936.74895662,705372.660432849,602023.155991201,639202.205305445,841665.486046258,1071452.34696793,1429520.93054371,758417.750456043,476047.730843772,970319.829031696,1357360.82935686,750133.053161535,902530.256619694,1159798.29604218,1615084.52941836,897537.422278908,2566504.27195839,1404344.0467953,1712967.44195589,836995.410405636,988918.704503295,632326.129117834,51073.6,51073.6,50677,50248.8,49794.1,49319.4,48832.9,48343.5,47860.7,47393,46947.6,46529.8,46142.5,45786.8,45462.4,45167.6,44897,44651.1,44427.2,44223.3,44037,43869.7,907444,907444,906853,906205,905505,904763,903988,903194,902396,901609,900847,900119,899434,898796,898206,897663,897159,896696,896271,895880,895520,0,0,0,0
57480.1052408897,56217.9548128738,56249.4827762591,56201.9338855457,56109.9849273359,55988.7955506584,55836.5041807778,55645.5993967555,55414.7252645894,55152.9117372079,54887.0919219276,54655.0482232761,54492.9874116224,54420.2921957796,54438.1748340728,54531.6577584474,54677.0541848518,54847.6016064855,55020.2444034352,55187.0959949296,55359.3307405847,55557.4198341166,55788.2503239431,56033.7756759085,56258.8585448556,56437.4335097149,56576.9180369517,56725.0363685124,56945.1090826357,57284.9323498141,57751.5187934026,58303.3172540049,58861.6612999152,59335.342943039,59648.4605914304,59764.5381608943,59691.2621996584,59471.8022554822,59163.1359184596,58818.9621755297,58484.0699876166,57990.671116474,57352.0308460743,56815.2426004236,56409.4798413331,56146.3579927379,55999.4071418493,55898.7775143703,55750.2801068769,55470.5892014804,55014.6479024259,54387.6259102824,53644.1039123981,52866.5035998878,52142.9546824605,51542.4860534556,51094.8980908955,50788.0287668357,50582.1264598175,50436.7362803118,50322.9051018878,1054403,731733.719673639,1016196.32854756,1462820.70369907,714485.067787984,939424.159305801,789423.261478573,751485.925180954,1270944.27792574,1160708.21015468,1398865.47556769,787405.216465875,734157.946953203,804061.00101648,692918.463885359,1399105.74427361,782715.833264935,1391959.20854719,1500799.74222274,956038.903362395,1433851.37191332,840049.710883207,726198.766754099,1021528.54609118,1013541.88989271,737811.047864088,1243207.19048699,763699.118386173,920103.620660343,1062101.75268863,526441.831658346,801921.604384043,1757707.03291054,1043096.86087609,1671887.61900754,719019.382248104,1427630.91559733,900215.49394386,563369.692850853,712932.925114488,856382.903489511,782208.028755465,1193421.98929444,965651.164204271,1296242.56745754,814592.789771423,802287.357062976,1658147.60427533,648986.265525182,690291.795776103,889905.547615697,1282742.06948243,866940.57068904,926634.223010566,1585961.67785805,895253.923570435,1465852.64471642,1100825.7634952,784703.245169568,968685.391430669,50156.2,50156.2,49759.6,49331.5,48876.8,48402.1,47915.6,47426.4,46943.6,46476,46030.8,45613.1,45225.9,44870.3,44545.9,44251.2,43980.7,43734.7,43510.8,43306.7,43120.1,42952.7,891145,891145,890554,889905,889205,888462,887686,886891,886092,885303,884539,883809,883122,882482,881889,881344,880838,880373,879946,879552,879190,0,0,0,0
57480.1052408897,58099.5470891797,58313.9534537859,58479.4583045408,58679.4977344853,58985.2253718909,59449.5332020502,60100.9898901206,60933.5913823447,61900.0254821796,62916.8874303965,63892.6507304925,64758.2873096088,65478.6615277067,66041.9108954962,66441.7844436311,66667.8024267847,66712.0018679942,66582.3006192982,66314.7308757752,65964.2738339168,65596.0757099347,65267.3943003399,65019.9783872816,64875.8192616596,64838.3288771285,64894.718101669,65019.6075102789,65173.810292383,65303.4732385319,65346.9066751416,65254.8542279173,65005.9037165724,64612.9406730721,64116.1036185167,63575.9380361232,63059.2840262675,62626.127350191,62313.3943087331,62116.9011251557,61997.3072837863,61702.1658776038,61173.9580458942,60624.4689793664,60069.7907014118,59518.0258336815,58953.9878779649,58346.8060972908,57669.0623964554,56915.7067038974,56110.8683470406,55304.2420454938,54559.8471274747,53939.9561090502,53484.7507070782,53203.4489539777,53073.3895089733,53050.8636428261,53090.5260437865,53162.3239668939,53254.1246182135,1039572,1700783.55475133,1165756.18345085,1208013.91634018,991367.326936009,933782.383386047,1105945.83633505,845117.53694323,1243083.72087388,788073.90560884,1310401.89714573,1153702.64337575,972453.06002596,1094543.70747045,1343700.67325865,1297255.06209352,1416275.40058776,957362.959814764,1103690.58690463,917395.780034436,1018617.53931718,1111440.78927643,659407.399727453,698982.563249377,993393.763796027,1831933.72768864,930318.308385618,1157082.84524164,776644.556379444,735054.45490938,1389494.92753376,849862.550259464,1306458.1547979,1233651.17539598,1194736.76566302,792109.273686572,1083226.24122551,861275.19631966,650602.131594069,782008.815362422,1025011.40231451,1235408.92874518,1083578.70284568,1291381.67962115,1073052.93223617,816945.995331934,943615.428649829,1163381.12084794,1503062.08175201,877063.991850552,972765.199017774,1432753.10558664,669815.201489939,952883.078066116,1241371.82609929,970215.068810497,1015579.37971771,971187.265922296,1493177.14494721,656356.622569409,56922.5,56922.5,56525.9,56097.8,55643,55168.2,54681.3,54191.5,53708,53239.6,52793.5,52374.9,51987,51630.9,51306.2,51011.3,50740.8,50495,50271.4,50067.7,49881.7,49714.9,1011360,1011360,1010770,1010130,1009430,1008690,1007920,1007130,1006350,1005570,1004820,1004100,1003430,1002800,1002220,1001690,1001200,1000750,1000340,999956,999606,0,0,0,0
57480.1052408897,64440.1634346606,65365.8402283261,66138.5876161387,66681.6085444973,66935.1565056338,66870.9071803829,66494.9116389943,65851.5504160893,65023.5475503933,64124.6133916909,63273.6996678976,62563.3661280623,62042.0651477135,61716.3478545491,61565.3101997809,61551.4445543596,61626.6651550919,61738.8583600218,61843.2698583346,61917.5956457307,61960.9259150796,61986.3635779794,62002.5857376866,62007.0950377955,61985.2374544934,61918.5053986719,61796.6277700242,61616.1754976669,61373.3008589992,61060.2750217519,60667.269144958,60202.9099441739,59712.8914888902,59278.0940206335,58988.9461184584,58910.1898808186,59052.2026871683,59359.7142894669,59728.0076593882,60033.4737245435,59947.7631720092,59373.2610347112,58538.5165675928,57502.9093312601,56358.2509392726,55211.1147007138,54163.8880872571,53293.050588434,52637.062442412,52193.6917799567,51918.1271597724,51730.20367472,51537.6604075345,51262.0626824944,50869.473059272,50385.2864142966,49882.8275844162,49446.0512472552,49139.0619044593,48990.7758526544,1105061,832845.490162847,1245311.77586127,1061756.58095002,1592744.91343454,780099.046892629,1002498.1151633,1015023.83971575,1128382.69755348,876033.819521777,1344515.86395256,1172536.01117322,966062.014828091,1053512.35336185,791386.430539044,1031277.6642883,1632889.68156521,832872.720548251,932003.515481742,675913.94039558,688081.013906341,721438.931513317,1073486.10202196,889562.157980382,1704480.50144349,1204504.79590654,1227063.55073286,1191869.33970112,996551.978552858,881536.080869473,836798.480682514,857796.436623902,758686.351736712,564430.084963667,1071353.43667835,757428.124175604,902043.760218132,1068408.02028819,1432360.17000073,1493309.98317093,874076.03803404,1089529.04981339,501343.499690728,722979.431098551,671124.81289962,1197366.50689397,723509.234050967,928894.549012541,1591800.64620595,1075972.29896504,1037983.20019301,573046.812956953,1047541.77959194,1166280.23145024,903836.186055419,1606452.07653647,1216042.91218122,565095.026121526,976344.334075338,855884.015384934,51126.1,51126.1,50729.5,50301.4,49846.7,49372,48885.4,48396.1,47913.2,47445.5,47000.1,46582.3,46195,45839.3,45514.9,45220.1,44949.6,44703.8,44480,44276.1,44089.7,43922.4,908378,908378,907786,907138,906439,905696,904921,904127,903330,902543,901781,901053,900368,899730,899140,898597,898094,897631,897206,896815,896455,0,0,0,0
57480.1052408897,64334.7523332856,64576.5807353752,64725.5485181617,64782.5029197154,64772.4925183948,64728.3547133771,64676.3519403973,64627.4310834001,64578.4604256316,64521.2917239458,64451.2612329407,64372.2523563301,64284.3705567029,64178.5098282011,64040.5314640457,63851.6161646978,63591.473482597,63243.3991878833,62805.5169420078,62299.0067697043,61757.5449227218,61209.0879470269,60669.21806043,60154.9152928772,59694.9937677002,59335.506410388,59129.9869302387,59118.7347675243,59312.161127187,59686.4632607685,60188.6456004734,60751.087442664,61308.2792848173,61802.5135950101,62186.9176061535,62426.4271130308,62502.2399146851,62417.8501427438,62197.6533072528,61876.2512606775,61268.7744468134,60374.1151792121,59441.4833105999,58507.3947068897,57608.3102237384,56768.7722610064,56000.5420318665,55305.4456671829,54672.8569888923,54081.9417831333,53515.6174113906,52976.2614947265,52494.8448176928,52132.8114828101,51954.8265414718,51995.3955016714,52245.3546405374,52659.7936692235,53184.2450300724,53772.6928355538,874796,741000.836149367,1354057.94073689,1447026.42202518,948897.595401868,819045.306694416,744924.662204502,971380.020452531,1302454.82816376,1062561.87699688,799958.325034734,746951.192320338,978553.378488111,783783.664929095,850687.102400638,1405125.05214495,840299.35819274,1523683.46254343,1325874.37063915,607956.440527417,1463365.10244654,1445936.95606761,1014917.21482612,1000018.81849101,1018580.99896453,1035404.12330036,927815.34491094,892029.735362058,1366718.36852772,744004.064131698,677385.96732684,1273270.30032651,864856.506365917,920962.010172575,716360.80713544,1163167.72528096,1709440.24154132,828239.882504445,726453.648378195,847683.205719786,666781.784767238,464815.000942482,1926077.66558433,921340.606892112,1368394.03514337,820327.681952804,890419.040143262,1440582.63123561,1588859.51113792,1477350.98537211,795297.440973817,1013999.41893848,1286708.0322173,902136.312693257,1106563.30121752,1029053.01416578,1009492.9906735,1047770.91609352,831764.41154962,600332.73433316,55114.6,55114.6,54718,54289.9,53835.1,53360.4,52873.6,52383.9,51900.6,51432.3,50986.4,50568.1,50180.4,49824.4,49499.7,49204.9,48934.5,48688.8,48465.3,48261.5,48075.4,47908.4,979243,979243,978652,978005,977307,976567,975796,975007,974215,973435,972680,971960,971284,970654,970073,969539,969044,968590,968173,967791,967438,0,0,0,0
57480.1052408897,57472.50957062,57493.2059307543,57477.4195222252,57452.0803467783,57408.6343421647,57317.1608132129,57147.3766192764,56893.93646724,56587.3510456417,56280.2961391627,56023.4006321422,55843.7347219977,55744.0694818277,55718.4316984061,55764.0640188684,55877.4736297333,56045.7352943452,56244.5877329449,56446.920368695,56634.6991806482,56808.2822521605,56981.1395673934,57167.1320167085,57370.5743973077,57583.3420115887,57795.3753658777,58011.1038864818,58255.8253871314,58562.47854323,58946.2078465631,59390.2452487462,59855.8965775359,60304.2153711328,60712.8518921395,61079.2266268027,61412.187280091,61717.204237292,61986.8847774056,62195.6182506433,62303.1688139536,62053.930468318,61407.7139574875,60618.681243518,59746.527786924,58848.0948535587,57965.1966350566,57122.3337505019,56336.5031645946,55625.4708022433,55005.3460281881,54481.7906541724,54051.1263091407,53700.8743338595,53420.7687210498,53207.0304197213,53063.5569932919,53000.6433239636,53037.6184842557,53192.7617143382,53471.0458985812,516863,924073.731892873,1194878.57501764,1048739.23524279,947346.847256074,1233413.1809468,968820.473717152,701418.687478809,1031963.35333454,1092234.35973416,862204.400261361,1360419.36415289,1281360.01238525,617092.548572328,454584.789736977,1516770.2746578,920169.78571877,1527336.88231172,986428.931174189,1110763.23279542,1027852.19941974,1188775.8533566,768519.86975037,1417953.19143523,954159.197271953,883209.934536716,2074275.08841292,949393.52890681,507995.35937246,855167.193135359,976857.468392856,1353954.59766371,815532.749544525,817792.512112584,1305072.53947684,764508.8752207,788207.849581277,1218876.99614226,1069669.90909107,1029265.87404817,798802.345675893,1527393.28711571,711473.878280372,1107799.40079133,856780.849306915,659532.241781754,1497387.0869004,1252661.2438756,1448923.84396853,1094632.36892304,863672.991745077,1203136.87851726,1286701.17883929,1152914.00392429,933327.054065182,964763.75231686,1684260.80646484,1106402.47716853,597473.811778481,1026534.88096489,53970.1,53970.1,53573.5,53145.4,52690.7,52215.9,51729.2,51239.6,50756.4,50288.3,49842.5,49424.3,49036.7,48680.8,48356.2,48061.4,47790.9,47545.2,47321.5,47117.7,46931.5,46764.5,958908,958908,958317,957670,956972,956231,955459,954669,953875,953093,952336,951614,950936,950304,949720,949184,948686,948230,947811,947426,947072,0,0,0,0
57480.1052408897,63562.5812087686,63221.2521403023,62736.5162029081,62210.366409271,61757.1464842216,61472.3960551063,61411.7885605561,61569.2614001956,61858.6546809062,62129.4258560099,62213.8406400078,61989.8478710586,61425.7075545096,60579.569043143,59568.0828654234,58528.3604767798,57574.1530201456,56778.3045819299,56159.3392575645,55691.5969956255,55330.1758026472,55039.0029971962,54810.082703408,54665.5657024225,54644.6337121073,54787.2705635767,55121.4379076764,55662.9211243697,56416.0720415147,57371.3287028597,58494.2745119299,59718.4461764824,60951.4726423548,62097.5074131452,63084.4885856045,63881.4805793549,64492.4958818111,64939.3005991855,65234.6743687345,65366.4571509704,65061.3415811771,64246.2092803183,63163.8585383245,61879.7909764776,60498.5799812191,59149.7011228046,57969.085994605,57056.5105362589,56450.8754185859,56126.2218660577,56017.6538575353,56045.3738998112,56133.7980263275,56216.6261420676,56237.2073716281,56157.5130277225,55957.527893957,55645.7941483951,55258.1734809358,54844.9084856725,481442,886296.994996341,490829.884102749,753189.035646735,941303.137630018,937280.944305358,1298720.16132101,832641.189186774,897392.492391768,814450.544537099,925463.171886297,351233.589067968,1592954.61768154,699837.586246954,1144239.78744135,761643.533999597,1055728.26273561,1412922.90103402,1250278.94994637,1894081.35202035,891582.941956084,1445987.72396198,1013622.39946524,1097172.12971691,1132005.16270054,861274.343806797,1756497.34953756,1427990.74118668,833788.275764047,1051943.12164509,1141700.15582921,525049.725067159,593251.776720161,525811.290466632,771356.435769331,1809577.13180343,1106327.88647482,746371.998615972,1358128.89011315,1274376.01219247,967688.549429184,1462982.12132209,1349847.12786463,823862.018852343,1158701.1519259,569031.137065143,902615.921682093,1333637.37890768,1101280.04441469,1154342.80665755,664666.242200558,1100973.17632438,950629.77251149,1044688.97599955,1196478.61119628,766225.453398768,1017267.61559523,1356061.17308037,1346455.17924468,1530294.43472616,53534.5,53534.5,53137.9,52709.7,52255,51780.3,51293.6,50804,50320.8,49852.8,49407.1,48988.9,48601.4,48245.5,47921,47626.1,47355.5,47109.6,46885.8,46681.8,46495.5,46328.4,951167,951167,950576,949929,949231,948490,947717,946926,946132,945350,944592,943869,943190,942557,941972,941435,940936,940479,940059,939673,939317,0,0,0,0
57480.1052408897,57690.6129069091,58275.1679107951,58880.0381359238,59439.9711615316,59882.6139493987,60157.1234209238,60251.8396732116,60191.4128038799,60010.4380892104,59735.1279767026,59380.7845624957,58957.7528930775,58479.6910259408,57971.04787142,57467.4364609148,57009.0294537207,56628.3410135241,56344.0297392035,56156.6646438266,56057.0772189154,56027.3249863197,56044.3412794399,56080.9303851087,56105.0568630426,56092.0806346948,56036.5861973833,55954.7812817303,55869.0438606925,55797.793890071,55753.2874143431,55744.2060051968,55778.1652892386,55854.4393106588,55958.7831697116,56062.420718184,56135.7465253137,56155.7561753143,56107.1256821359,55980.3677810761,55772.5218667152,55273.6938877793,54478.8269762329,53649.5832002617,52841.7677938773,52114.1817331407,51518.2407250403,51085.8212603351,50823.9646661249,50716.8746682965,50730.3819962994,50816.5580245358,50916.0606318862,50964.7988268482,50913.6071375129,50749.9592367449,50498.2933433364,50202.5494559969,49903.8480327817,49634.0432775539,49419.7308825638,765430,677606.287903981,945977.441046575,970368.718715642,866278.781811262,1035920.9514567,982955.97250199,904088.301098447,722194.839987738,1493360.64452584,1094485.82288451,702506.942775338,892708.883515025,890949.849662548,947707.934541656,1082242.97281506,996640.426057857,736238.172614556,839818.455575191,1031839.45015301,1369033.19536325,904012.491345178,803096.65272594,1046028.37888001,1029649.78804115,1123435.32832494,667341.673023478,1039175.78289884,996541.177636468,744020.127860911,586570.946336156,932640.360253244,952818.795444508,986726.043138094,777787.920454529,1073052.55151965,990025.688687361,1117504.28009165,1276596.89539046,1473619.02465351,869933.712179189,673315.252561613,709799.598314289,1394137.17241261,820520.375323674,942262.425470314,771927.768621961,876066.840146371,1046715.69306043,1015345.30537533,1058417.41964496,1201037.90596604,1179248.24214703,797287.263028828,991186.259585295,1137296.26552333,744871.285476506,545647.34464673,904242.408186584,894923.966824984,45532,45532,45135.4,44707.2,44252.5,43778,43291.9,42803.1,42321,41854.1,41409.7,40992.7,40606.1,40251,39926.9,39632.4,39361.7,39115.6,38891.5,38687.1,38500.2,38332.5,808984,808984,808392,807742,807040,806292,805511,804709,803901,803103,802328,801587,800888,800235,799629,799072,798552,798075,797635,797229,796856,0,0,0,0
57480.1052408897,58183.1798978884,58063.6251336037,57946.0554099493,57823.6218401203,57691.4119899791,57558.1482259146,57445.7880889196,57376.718725245,57356.893664962,57364.9387362786,57354.0311996608,57264.7600741469,57053.7730760253,56715.4519069037,56293.8633653579,55873.3080025961,55543.0438093394,55365.9075138676,55349.9683154628,55450.4758052586,55597.6729789456,55737.5450055052,55859.4601190898,55999.3380123402,56212.5205733088,56535.2903171843,56954.9408863138,57406.3103036503,57799.2700161655,58054.1803119792,58126.0885974401,58013.031697115,57749.3661434243,57391.3806010446,57004.0263045541,56643.2556881535,56350.6010549586,56152.8335239119,56066.0480373494,56098.5771125787,56053.2382352213,55881.1416269853,55748.2868777812,55615.8368135296,55449.9727152099,55233.0700458204,54965.8297446566,54670.7577770609,54382.5041397659,54137.4462243881,53952.1803550605,53817.3278992311,53705.3525178843,53592.0252525695,53468.2905564656,53324.3547869344,53132.3511455518,52845.5955598748,52413.4044588183,51802.2993973167,906824,645175.085114006,601517.34002102,722577.499888838,765776.649207111,1470913.01804784,1201214.54676481,1130117.82157517,906101.33012086,911004.824888886,438348.041308002,966137.893020757,808507.705201203,1803193.91121229,1001879.19096326,1293635.49928621,992185.158308625,944478.195543305,1148866.88120011,613904.263253558,875164.737209279,852581.438439092,992699.797518441,920229.058605307,721176.775471377,1179576.13446821,883750.801975591,839107.76478186,948624.460648854,1287943.12359146,1282490.39009405,963615.822487515,1021974.84335419,1269367.22406729,686699.720208627,680233.124446902,1130973.87491981,1299826.97477326,1272310.89987256,1073237.34098751,847482.754717502,682449.09818648,1201746.19248408,1305309.65478294,1410760.70368954,608287.630790315,1400701.65707997,808232.810168025,557374.086732021,949360.488232642,617031.990225812,627537.967043022,715571.717372514,785153.801416888,964653.544391797,1039333.07394284,1207988.67281105,1378788.1963489,779042.289105925,840317.4916403,50327.5,50327.5,49930.9,49502.7,49048,48573.4,48086.9,47597.6,47114.8,46647.2,46202,45784.2,45397,45041.4,44717,44422.3,44151.7,43905.6,43681.6,43477.2,43290.5,43123.2,894188,894188,893596,892948,892248,891505,890729,889935,889136,888347,887583,886854,886168,885528,884936,884391,883885,883420,882993,882599,882237,0,0,0,0
57480.1052408897,63236.3306826852,62418.1142401773,61534.4493095641,60644.636597683,59804.0250310421,59061.673463092,58452.2776500942,57998.4214102811,57709.6188749982,57574.1812784843,57555.5230619803,57590.2518862935,57600.4190027131,57520.4702869699,57318.8374435749,57001.8959364498,56599.0653285845,56151.3369277643,55707.4874549231,55320.5785409203,55046.8434536718,54934.4376289106,55014.6708800661,55290.0108784508,55736.3939678807,56313.718188417,56977.2298850064,57688.656745328,58418.3870935929,59142.7404250168,59840.0004358465,60487.9324361658,61069.0075620531,61572.7502198802,62007.2067938119,62400.8836437863,62795.6211348215,63232.9903241269,63733.3289890881,64281.3972135788,64619.3749465354,64655.9356477034,64567.7530625596,64354.7900749455,64046.0774701234,63677.1571936499,63274.3768381488,62844.6861247372,62378.9579213917,61869.8543009541,61321.8640040945,60745.342237711,60144.8448463541,59515.8087334927,58855.4583721588,58178.0414444693,57508.1832510008,56869.3889865028,56277.9994102142,55748.5102505078,585949,802134.021565867,1031117.39001492,1105180.94421162,535594.830373665,1071770.49331037,789849.04396265,534838.61239602,1193105.83450777,530382.236356986,1431085.73737864,1115817.02691144,772817.438451198,1428904.89134532,1044132.00604221,841371.198314084,1414394.98606503,1193486.1817672,835984.132200504,1640282.16263799,872935.485522719,1150347.83503781,1150844.20630176,733517.711291076,1053754.11493474,1314756.51858922,1182872.80786073,1864014.12708324,1102623.03701094,766266.164192641,1308383.28840129,1216994.07103251,592315.509333011,1687183.58469056,1413205.04366365,886569.142100402,1127238.49245451,994805.909219857,1017800.73947588,1458865.27758581,1230757.72406485,740173.219600319,896393.896996341,1157133.02817404,1134628.31441928,952617.823981324,970907.996714979,716284.733593929,1417841.05189377,1137244.64709161,750902.23398849,1043517.69932678,1398578.72441475,789256.470970569,1015815.80851163,1012780.82016259,1808316.81518427,627809.245862745,1125362.70479421,1269327.94682465,59371.8,59371.8,58975.2,58547,58092.3,57617.4,57130.4,56640.4,56156.7,55688,55241.6,54822.8,54434.7,54078.4,53753.6,53458.6,53188,52942.1,52718.6,52514.9,52329,52162.4,1054880,1054880,1054290,1053640,1052950,1052210,1051440,1050660,1049870,1049100,1048350,1047640,1046970,1046350,1045770,1045250,1044760,1044310,1043900,1043530,1043180,0,0,0,0
